Id,Birth date,Confession,Health status,Martial status,Child age,Child gender,Invalid child,Reports,Photo rights,Статус,Created at,Russian citizenship,Education
154,6 октября 1992,Православие,отлично,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,approved,"мая 03, 2016 08:19",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
155,3 мая 2016,христианство,отлично,Женат (замужем),12,Женский,FALSE,TRUE,FALSE,approved,"мая 03, 2016 10:52",TRUE,"Университет, Институт, техникум"
156,11 апреля 1997,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 03, 2016 13:09",TRUE,"Университет, Институт, техникум,Общеобразовательная школа"
157,23 декабря 1985,Православие,хорошо,Не женат (не замужем),15,Женский,FALSE,TRUE,TRUE,new,"мая 04, 2016 07:22",TRUE,"Университет, Институт, техникум"
158,10 апреля 1973,Православие,хорошо,Женат (замужем),12,Женский,FALSE,TRUE,FALSE,new,"мая 05, 2016 13:00",TRUE,"Университет, Институт, техникум"
159,28 мая 1997,Православие,отлично,Не женат (не замужем),18,Не имеет значения,FALSE,TRUE,TRUE,new,"мая 08, 2016 16:12",TRUE,"Университет, Институт, техникум"
160,10 декабря 1984,Буддизм,отлично,Женат (замужем),12,Женский,TRUE,TRUE,TRUE,approved,"мая 09, 2016 10:28",TRUE,"Университет, Институт, техникум"
161,23 ноября 2016,Атеизм,хорошо,Не женат (не замужем),15-Dec,Женский,FALSE,TRUE,FALSE,new,"мая 11, 2016 10:58",TRUE,"Университет, Институт, техникум"
162,29 июля 1994,атеист,отлично,Не женат (не замужем),15,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 11, 2016 14:41",TRUE,"Университет, Институт, техникум"
163,27 августа 1994,Православие,отлично,Гражданский брак,16,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 13, 2016 11:05",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
164,29 мая 1984,провославие,отлично,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 14, 2016 04:07",TRUE,"Университет, Институт, техникум"
165,10 августа 1980,Христианство,хорошо,Женат (замужем),14,Не имеет значения,TRUE,TRUE,FALSE,new,"мая 15, 2016 10:40",TRUE,"Университет, Институт, техникум"
166,28 июня 2002,Атеизм,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 15, 2016 12:55",TRUE,
167,14 мая 1981,Православие,хорошо,Гражданский брак,14,Женский,FALSE,TRUE,TRUE,new,"мая 15, 2016 14:22",TRUE,"Дополнительные курсы, тренинги, семинары,Дополнительные курсы, тренинги, семинары,Университет, Институт, техникум"
168,6 апреля 1976,христьянство,хорошо,Гражданский брак,12,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 16, 2016 08:38",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
169,28 июня 2002,Честно говоря я не определилась ещё,отлично,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 16, 2016 09:17",TRUE,
170,1 декабря 1982,Христианка ( Иисус Христос) ,хорошо,Женат (замужем),12,Не имеет значения,FALSE,TRUE,TRUE,new,"мая 18, 2016 06:06",TRUE,"Университет, Институт, техникум"
171,23 октября 1973,Православие,отлично,Не женат (не замужем),12,Женский,TRUE,TRUE,TRUE,new,"мая 19, 2016 11:26",TRUE,"Университет, Институт, техникум"
172,12 июля 1992,Православие,хорошо,Не женат (не замужем),12,Не имеет значения,TRUE,TRUE,TRUE,new,"мая 25, 2016 20:14",TRUE,"Университет, Институт, техникум"
173,26 октября 1983,Православие,отлично,Разведён (разведена),13,Женский,TRUE,TRUE,TRUE,approved,"мая 26, 2016 03:43",TRUE,"Университет, Институт, техникум"
174,30 мая 1989,Православие,хорошо,Разведён (разведена),15,Не имеет значения,FALSE,TRUE,TRUE,new,"мая 27, 2016 09:39",TRUE,"Университет, Институт, техникум"
175,15 апреля 1983,Православие,хорошо,Разведён (разведена),12,Не имеет значения,TRUE,TRUE,TRUE,approved,"мая 27, 2016 18:22",TRUE,"Университет, Институт, техникум"
176,31 октября 1993,Агностик,хорошо,Не женат (не замужем),17,Мужской,FALSE,TRUE,FALSE,new,"мая 30, 2016 05:12",TRUE,"Университет, Институт, техникум,Общеобразовательная школа"
177,24 июля 1969,Православие,хорошо,Разведён (разведена),12,Не имеет значения,FALSE,TRUE,TRUE,new,"мая 31, 2016 04:47",TRUE,"Университет, Институт, техникум,Университет, Институт, техникум"
